,player_name,surface,cluster
673,Facundo Diaz Acosta,Grass,2
378,Facundo Diaz Acosta,Hard,1
379,Fajing Sun,Hard,0
89,Federico Agustin Gomez,Clay,0
380,Federico Agustin Gomez,Hard,0
90,Federico Coria,Clay,1
674,Federico Coria,Grass,1
381,Federico Coria,Hard,1
91,Felipe Meligeni Alves,Clay,2
675,Felipe Meligeni Alves,Grass,1
92,Felix Auger Aliassime,Clay,2
676,Felix Auger Aliassime,Grass,1
382,Felix Auger Aliassime,Hard,0
93,Filip Misolic,Clay,1
383,Fitriadi M Rifqi,Hard,1
94,Flavio Cobolli,Clay,1
677,Flavio Cobolli,Grass,0
384,Flavio Cobolli,Hard,1
95,Frances Tiafoe,Clay,2
678,Frances Tiafoe,Grass,0
385,Frances Tiafoe,Hard,0
96,Francesco Passaro,Clay,2
97,Francisco Cabral,Clay,0
98,Francisco Cerundolo,Clay,1
679,Francisco Cerundolo,Grass,0
386,Francisco Cerundolo,Hard,1
99,Francisco Comesana,Clay,1
680,Francisco Comesana,Grass,0
387,Francisco Comesana,Hard,1
100,Franco Roncadelli,Clay,0
388,Gabi Adrian Boitan,Hard,0
101,Gabriel Diallo,Clay,1
681,Gabriel Diallo,Grass,2
389,Gabriel Diallo,Hard,0
102,Gael Monfils,Clay,1
682,Gael Monfils,Grass,1
390,Gael Monfils,Hard,0
103,Gijs Brouwer,Clay,0
683,Gijs Brouwer,Grass,1
684,Giles Hussey,Grass,1
391,Gilles Arnaud Bailly,Hard,1
392,Gillian Osmont,Hard,2
104,Giovanni Mpetshi Perricard,Clay,2
685,Giovanni Mpetshi Perricard,Grass,1
393,Giovanni Mpetshi Perricard,Hard,0
105,Giulio Zeppieri,Clay,1
394,Giulio Zeppieri,Hard,0
395,Gonzalo Escobar,Hard,1
106,Gregoire Barrere,Clay,1
396,Gregoire Barrere,Hard,0
107,Grigor Dimitrov,Clay,2
686,Grigor Dimitrov,Grass,0
397,Grigor Dimitrov,Hard,0
108,Guido Andreozzi,Clay,1
109,Gustavo Heide,Clay,1
398,Gustavo Heide,Hard,2
110,Hady Habib,Clay,2
111,Hamad Medjedovic,Clay,2
687,Hamad Medjedovic,Grass,1
399,Hamad Medjedovic,Hard,0
112,Hamid Reza Nadaf,Clay,0
400,Hamza Karmoussi,Hard,2
113,Harold Mayot,Clay,1
688,Harold Mayot,Grass,0
401,Harold Mayot,Hard,1
114,Henri Squire,Clay,1
689,Henri Squire,Grass,1
402,Henri Squire,Hard,0
115,Henrique Rocha,Clay,1
403,Henrique Rocha,Hard,1
690,Henry Searle,Grass,2
404,Heve Kelley,Hard,1
116,Holger Rune,Clay,1
691,Holger Rune,Grass,0
405,Holger Rune,Hard,0
406,Hong Kit Jack Wong,Hard,0
117,Hubert Hurkacz,Clay,2
692,Hubert Hurkacz,Grass,1
407,Hubert Hurkacz,Hard,0
118,Hugo Dellien,Clay,1
119,Hugo Gaston,Clay,1
693,Hugo Gaston,Grass,0
408,Hugo Gaston,Hard,1
120,Hugo Grenier,Clay,0
409,Hugo Grenier,Hard,0
121,Hugo Nys,Clay,1
410,Ignacio Buse,Hard,1
122,Iliyan Radulov,Clay,1
123,Ilya Snitari,Clay,0
411,Ioannis Xilas,Hard,1
124,Ivan Gakhov,Clay,0
125,J J Wolf,Clay,1
412,J J Wolf,Hard,1
413,Jack Cheng,Hard,2
126,Jack Draper,Clay,2
694,Jack Draper,Grass,1
414,Jack Draper,Hard,0
415,Jack Loutit,Hard,1
695,Jacob Fearnley,Grass,0
416,Jacob Fearnley,Hard,2
127,Jaime Faria,Clay,1
128,Jakub Mensik,Clay,1
696,Jakub Mensik,Grass,0
417,Jakub Mensik,Hard,0
129,James Duckworth,Clay,2
697,James Duckworth,Grass,0
418,James Duckworth,Hard,0
698,James Mccabe,Grass,1
419,James Mccabe,Hard,1
130,Jan Choinski,Clay,1
699,Jan Choinski,Grass,2
420,Jan Choinski,Hard,1
131,Jan Lennard Struff,Clay,2
700,Jan Lennard Struff,Grass,0
421,Jan Lennard Struff,Hard,0
132,Jannik Sinner,Clay,2
701,Jannik Sinner,Grass,1
422,Jannik Sinner,Hard,0
423,Jason Kubler,Hard,1
133,Jaume Munar,Clay,1
702,Jaume Munar,Grass,2
424,Jaume Munar,Hard,1
134,Javier Barranco Cosano,Clay,1
425,Jerome Kym,Hard,0
135,Jesper De Jong,Clay,1
426,Jesper De Jong,Hard,0
427,Jesse Flores,Hard,1
136,Jiri Lehecka,Clay,2
428,Jiri Lehecka,Hard,0
429,Jiri Vesely,Hard,1
137,Joao Fonseca,Clay,1
703,Joao Fonseca,Grass,2
430,Joao Fonseca,Hard,0
138,Joao Sousa,Clay,1
431,Joao Sousa,Hard,1
139,Joaquin  Aguilar Cardozo ,Clay,0
140,Joel Schwaerzler,Clay,1
432,Joel Schwaerzler,Hard,2
141,Jordan Thompson,Clay,1
704,Jordan Thompson,Grass,0
433,Jordan Thompson,Hard,0
434,Joris De Loore,Hard,2
435,Jose Rubin Statham,Hard,1
142,Jozef Kovalik,Clay,1
436,Jozef Kovalik,Hard,1
143,Juan Carlos Fuentes Vasquez,Clay,0
437,Juan Carlos Fuentes Vasquez,Hard,1
144,Juan Carlos Prado Angelo,Clay,2
145,Juan Manuel Cerundolo,Clay,1
146,Juan Pablo Varillas,Clay,1
438,Juan Pablo Varillas,Hard,2
147,Juncheng Shang,Clay,1
705,Juncheng Shang,Grass,0
439,Juncheng Shang,Hard,1
148,Jurij Rodionov,Clay,1
440,Jurij Rodionov,Hard,1
441,Justin Engel,Hard,0
442,Kaipo Marshall,Hard,2
443,Kamil Majchrzak,Hard,2
149,Karen Khachanov,Clay,2
706,Karen Khachanov,Grass,1
444,Karen Khachanov,Hard,0
445,Karl Friberg,Hard,1
150,Kei Nishikori,Clay,1
707,Kei Nishikori,Grass,2
446,Kei Nishikori,Hard,1
447,Kevin Krawietz,Hard,2
448,Khumoun Sultanov,Hard,0
449,Ki Lung Ng,Hard,2
450,Kiranpal Pannu,Hard,1
451,Komlavi Loglo,Hard,1
452,Kris Van Wyk,Hard,1
151,Kristjan Tamm,Clay,0
453,Kristjan Tamm,Hard,0
454,Kwok Shun Dasson Chan,Hard,1
455,Kyrian Jacquet,Hard,2
152,Laslo Djere,Clay,1
708,Laslo Djere,Grass,2
456,Laslo Djere,Hard,0
153,Leandro Riedi,Clay,2
457,Leandro Riedi,Hard,0
458,Learner Tien,Hard,1
154,Leo Borg,Clay,1
459,Leo Borg,Hard,1
709,Li Tu,Grass,2
460,Li Tu,Hard,1
710,Liam Broady,Grass,2
461,Liam Broady,Hard,2
462,Linh Giang Trinh,Hard,2
463,Liova Ayite Ajavon,Hard,1
711,Lloyd Harris,Grass,1
464,Lloyd Harris,Hard,0
155,Lorenzo Musetti,Clay,1
712,Lorenzo Musetti,Grass,0
465,Lorenzo Musetti,Hard,1
156,Lorenzo Sonego,Clay,1
713,Lorenzo Sonego,Grass,1
466,Lorenzo Sonego,Hard,0
157,Luca Nardi,Clay,1
714,Luca Nardi,Grass,2
467,Luca Nardi,Hard,2
468,Luca Preda,Hard,2
158,Luca Van Assche,Clay,1
715,Luca Van Assche,Grass,2
469,Luca Van Assche,Hard,1
470,Lucas Miedler,Hard,1
159,Lucas Pouille,Clay,1
716,Lucas Pouille,Grass,0
471,Lucas Pouille,Hard,1
160,Luciano Darderi,Clay,1
717,Luciano Darderi,Grass,0
472,Luciano Darderi,Hard,1
161,Luka Mikrut,Clay,1
162,Lukas Klein,Clay,2
473,Lukas Klein,Hard,0
163,Lukas Neumayer,Clay,1
164,Lukas Pokorny,Clay,2
165,Mackenzie Mcdonald,Clay,1
718,Mackenzie Mcdonald,Grass,0
474,Mackenzie Mcdonald,Hard,1
475,Maks Kasnikowski,Hard,1
476,Manuel Guinard,Hard,0
166,Marc Andrea Huesler,Clay,2
719,Marc Andrea Huesler,Grass,1
477,Marc Andrea Huesler,Hard,0
720,Marc Polmans,Grass,2
478,Marc Polmans,Hard,0
167,Marcelo Arevalo,Clay,0
479,Marcelo Arevalo,Hard,0
168,Marco Trungelliti,Clay,1
480,Marco Trungelliti,Hard,1
169,Marcos Giron,Clay,1
721,Marcos Giron,Grass,0
481,Marcos Giron,Hard,1
482,Marcos Lee Chan Baratau,Hard,1
170,Mariano Navone,Clay,1
722,Mariano Navone,Grass,2
483,Mariano Navone,Hard,1
171,Marin Cilic,Clay,1
484,Marin Cilic,Hard,0
485,Marius Copil,Hard,0
723,Mark Lajal,Grass,0
486,Mark Lajal,Hard,1
172,Marko Topo,Clay,1
173,Martin Antonio Vergara Del Puerto,Clay,0
487,Martin Damm,Hard,0
174,Martin Landaluce,Clay,0
488,Martin Landaluce,Hard,1
489,Martins Rocens,Hard,2
175,Marton Fucsovics,Clay,1
724,Marton Fucsovics,Grass,2
490,Marton Fucsovics,Hard,1
491,Matavao Fanguna,Hard,2
492,Mate Valkusz,Hard,1
176,Matej Dodig,Clay,0
493,Matic Kriznik,Hard,2
177,Matteo Arnaldi,Clay,1
725,Matteo Arnaldi,Grass,0
494,Matteo Arnaldi,Hard,1
178,Matteo Berrettini,Clay,2
726,Matteo Berrettini,Grass,1
495,Matteo Berrettini,Hard,0
179,Matteo Gigante,Clay,0
727,Matteo Martineau,Grass,0
180,Matthew Ebden,Clay,0
496,Matthew Forbes,Hard,2
181,Mattia Bellucci,Clay,2
728,Mattia Bellucci,Grass,0
497,Mattia Bellucci,Hard,0
182,Max Hans Rehberg,Clay,1
183,Max Purcell,Clay,1
729,Max Purcell,Grass,0
498,Max Purcell,Hard,0
499,Maxim Shin,Hard,2
730,Maxime Cressy,Grass,2
500,Maxime Cressy,Hard,2
731,Maxime Janvier,Grass,1
184,Maximilian Marterer,Clay,1
732,Maximilian Marterer,Grass,2
501,Maximilian Marterer,Hard,1
185,Maximus Jones,Clay,0
502,Menelaos Efstathiou,Hard,1
186,Michael Agwi,Clay,0
503,Michael Agwi,Hard,0
187,Michael Bassem Sobhy,Clay,1
188,Michael Mmoh,Clay,2
504,Michael Mmoh,Hard,0
189,Mikhail Kukushkin,Clay,0
505,Mikhail Kukushkin,Hard,1
190,Mili Poljicak,Clay,1
191,Milos Raonic,Clay,2
733,Milos Raonic,Grass,1
506,Milos Raonic,Hard,0
192,Miomir Kecmanovic,Clay,1
734,Miomir Kecmanovic,Grass,0
507,Miomir Kecmanovic,Hard,1
508,Mitchell Krueger,Hard,1
193,Moez Echargui,Clay,1
509,Moez Echargui,Hard,0
194,Mohamed Safwat,Clay,1
735,Muhammad Shoaib,Grass,2
510,Muhammad Shoaib,Hard,1
195,Murkel Alejandro Dellien Velasco,Clay,1
736,N Sriram Balaji,Grass,0
511,Nam Hoang Ly,Hard,1
512,Nerman Fatic,Hard,1
513,Nicholas David Ionel,Hard,1
196,Nick Hardt,Clay,1
514,Nicolai Budkov Kjaer,Hard,0
197,Nicolas Jarry,Clay,2
737,Nicolas Jarry,Grass,2
515,Nicolas Jarry,Hard,0
198,Nicolas Mejia,Clay,1
516,Nicolas Mejia,Hard,1
199,Nicolas Moreno De Alboran,Clay,2
517,Nicolas Moreno De Alboran,Hard,1
738,Niki Kaliyanda Poonacha,Grass,1
200,Nikolas Sanchez Izquierdo,Clay,0
518,Nishesh Basavareddy,Hard,0
519,Norbert Gombos,Hard,1
201,Novak Djokovic,Clay,2
739,Novak Djokovic,Grass,1
520,Novak Djokovic,Hard,0
202,Nuno Borges,Clay,1
740,Nuno Borges,Grass,1
521,Nuno Borges,Hard,1
522,Oleksii Krutykh,Hard,1
203,Oliver Ojakaar,Clay,2
523,Omar Jasika,Hard,1
524,Omni Kumar,Hard,2
525,Orel Kimhi,Hard,1
741,Oscar Otte,Grass,0
526,Osgar Ohoisin,Hard,0
204,Otto Virtanen,Clay,2
742,Otto Virtanen,Grass,0
527,Otto Virtanen,Hard,0
205,Pablo Carreno Busta,Clay,0
743,Pablo Carreno Busta,Grass,1
528,Pablo Carreno Busta,Hard,1
206,Pablo Llamas Ruiz,Clay,1
529,Pablo Llamas Ruiz,Hard,1
207,Patrick Kypson,Clay,2
530,Patrick Kypson,Hard,0
744,Paul Jubb,Grass,0
208,Pavel Kotov,Clay,1
745,Pavel Kotov,Grass,0
531,Pavel Kotov,Hard,1
209,Pedro Cachin,Clay,1
532,Pedro Cachin,Hard,1
210,Pedro Martinez,Clay,1
746,Pedro Martinez,Grass,2
533,Pedro Martinez,Hard,1
211,Petr Nesterov,Clay,0
534,Petr Nesterov,Hard,1
535,Petros Chrysochos,Hard,1
212,Petros Tsitsipas,Clay,0
213,Philip Henning,Clay,1
536,Philip Henning,Hard,1
214,Pierre Hugues Herbert,Clay,2
747,Pierre Hugues Herbert,Grass,1
537,Pierre Hugues Herbert,Hard,0
215,Quentin Halys,Clay,2
748,Quentin Halys,Grass,1
538,Quentin Halys,Hard,0
216,Radu Albot,Clay,1
749,Radu Albot,Grass,0
539,Radu Albot,Hard,1
217,Rafael Nadal,Clay,1
540,Rafael Nadal,Hard,0
750,Ramkumar Ramanathan,Grass,0
541,Ramkumar Ramanathan,Hard,0
542,Raphael Collignon,Hard,2
751,Reilly Opelka,Grass,1
543,Reilly Opelka,Hard,0
544,Ricardas Berankis,Hard,1
218,Richard Gasquet,Clay,1
752,Richard Gasquet,Grass,2
545,Richard Gasquet,Hard,1
546,Rigele Te,Hard,1
219,Rinky Hijikata,Clay,1
753,Rinky Hijikata,Grass,0
547,Rinky Hijikata,Hard,1
548,Robert Strombachs,Hard,0
220,Roberto Bautista Agut,Clay,1
754,Roberto Bautista Agut,Grass,0
549,Roberto Bautista Agut,Hard,1
221,Roberto Carballes Baena,Clay,1
755,Roberto Carballes Baena,Grass,0
550,Roberto Carballes Baena,Hard,1
222,Robin Haase,Clay,0
551,Rodrigo Crespo Piedra,Hard,1
223,Rodrigo Pacheco Mendez,Clay,2
552,Rodrigo Pacheco Mendez,Hard,1
224,Romain Arneodo,Clay,1
225,Roman Andres Burruchaga,Clay,0
226,Roman Safiullin,Clay,1
756,Roman Safiullin,Grass,1
553,Roman Safiullin,Hard,0
554,Rowland Phillips,Hard,1
227,Rudolf Molleker,Clay,1
555,Saba Purtseladze,Hard,1
228,Sebastian Baez,Clay,1
757,Sebastian Baez,Grass,2
556,Sebastian Baez,Hard,1
557,Sebastian Dominko,Hard,0
229,Sebastian Fanselow,Clay,0
230,Sebastian Korda,Clay,1
758,Sebastian Korda,Grass,0
558,Sebastian Korda,Hard,0
231,Sebastian Ofner,Clay,1
759,Sebastian Ofner,Grass,0
559,Sebastian Ofner,Hard,0
560,Seong Chan Hong,Hard,1
561,Sergey Fomin,Hard,2
232,Shintaro Mochizuki,Clay,0
760,Shintaro Mochizuki,Grass,0
562,Shintaro Mochizuki,Hard,1
233,Sina Moghimi,Clay,0
234,Skander Mansouri,Clay,2
235,Soon Woo Kwon,Clay,1
761,Soon Woo Kwon,Grass,2
563,Soon Woo Kwon,Hard,1
236,Stan Wawrinka,Clay,1
762,Stan Wawrinka,Grass,0
564,Stan Wawrinka,Hard,0
237,Stefano Napolitano,Clay,1
763,Stefano Napolitano,Grass,1
565,Stefanos Sakellaridis,Hard,1
238,Stefanos Tsitsipas,Clay,2
764,Stefanos Tsitsipas,Grass,1
566,Stefanos Tsitsipas,Hard,0
567,Steve Johnson,Hard,2
568,Steven Diez,Hard,1
569,Strong Kirchheimer,Hard,1
570,Stylianos Christodoulou,Hard,0
239,Sumit Nagal,Clay,1
765,Sumit Nagal,Grass,2
571,Sumit Nagal,Hard,1
240,Tallon Griekspoor,Clay,2
766,Tallon Griekspoor,Grass,0
572,Tallon Griekspoor,Hard,0
241,Taro Daniel,Clay,1
767,Taro Daniel,Grass,2
573,Taro Daniel,Hard,1
242,Taylor Fritz,Clay,2
768,Taylor Fritz,Grass,1
574,Taylor Fritz,Hard,0
575,Tennys Sandgren,Hard,0
243,Terence Atmane,Clay,1
576,Terence Atmane,Hard,0
244,Thanapet Chanta,Clay,0
245,Thanasi Kokkinakis,Clay,2
769,Thanasi Kokkinakis,Grass,1
577,Thanasi Kokkinakis,Hard,0
578,Theo Papamalamis,Hard,2
246,Thiago Agustin Tirante,Clay,1
579,Thiago Agustin Tirante,Hard,0
247,Thiago Monteiro,Clay,2
770,Thiago Monteiro,Grass,0
580,Thiago Monteiro,Hard,0
248,Thiago Seyboth Wild,Clay,1
771,Thiago Seyboth Wild,Grass,0
581,Thiago Seyboth Wild,Hard,0
582,Thomas Yaka Kofi Setodji,Hard,0
772,Tim Van Rijthoven,Grass,0
249,Timofey Skatov,Clay,1
583,Timofey Skatov,Hard,1
250,Titouan Droguet,Clay,2
584,Titouan Droguet,Hard,0
251,Tomas Barrios Vera,Clay,0
585,Tomas Barrios Vera,Hard,1
252,Tomas Machac,Clay,1
773,Tomas Machac,Grass,0
586,Tomas Machac,Hard,1
253,Tomas Martin Etcheverry,Clay,1
774,Tomas Martin Etcheverry,Grass,1
587,Tomas Martin Etcheverry,Hard,0
254,Tommy Paul,Clay,1
775,Tommy Paul,Grass,0
588,Tommy Paul,Hard,1
776,Tristan Schoolkate,Grass,0
589,Tristan Schoolkate,Hard,0
590,Tung Lin Wu,Hard,1
255,Ugo Blanchet,Clay,1
591,Ugo Blanchet,Hard,1
256,Ugo Humbert,Clay,1
777,Ugo Humbert,Grass,0
592,Ugo Humbert,Hard,0
257,Valentin Vacherot,Clay,1
593,Vasek Pospisil,Hard,0
594,Viacheslav Bielinskyi,Hard,2
595,Viktor Durasovic,Hard,0
596,Vilius Gaubas,Hard,1
258,Vit Kopriva,Clay,1
778,Vit Kopriva,Grass,2
597,Vit Kopriva,Hard,1
598,Vitaliy Sachko,Hard,0
599,Vladyslav Orlov,Hard,1
259,Wishaya Trongcharoenchaikul,Clay,0
260,Yanaki Milev,Clay,1
600,Yanaki Milev,Hard,2
601,Yanki Erel,Hard,1
261,Yannick Hanfmann,Clay,1
779,Yannick Hanfmann,Grass,1
602,Yannick Hanfmann,Hard,0
262,Yassine Dlimi,Clay,0
603,Yassine Dlimi,Hard,2
604,Yasutaka Uchiyama,Hard,0
605,Yi Zhou,Hard,1
263,Yibing Wu,Clay,0
606,Yibing Wu,Hard,0
264,Yoshihito Nishioka,Clay,1
780,Yoshihito Nishioka,Grass,0
607,Yoshihito Nishioka,Hard,1
265,Yosuke Watanuki,Clay,1
608,Yosuke Watanuki,Hard,0
266,Younes Lalami Laaroussi,Clay,0
609,Yousaf Khalil,Hard,2
610,Yshai Oliel,Hard,1
611,Yu Hsiou Hsu,Hard,1
781,Zachary Svajda,Grass,2
612,Zachary Svajda,Hard,1
267,Zhizhen Zhang,Clay,1
782,Zhizhen Zhang,Grass,1
613,Zhizhen Zhang,Hard,0
268,Zizou Bergs,Clay,2
783,Zizou Bergs,Grass,0
614,Zizou Bergs,Hard,0
