"date","tournament","surface","five_set","player_A_name","player_B_name","player_A_elo_before","player_B_elo_before","player_A_win","elo_difference","player_A_cluster","player_B_cluster","predict_proba_R","predict_R"
20230320,"Miami Masters","Hard",FALSE,"Taylor Fritz","Carlos Alcaraz",1667.68735576296,1705.38154805909,0,-37.6941922961282,2,2,0.427262634225004,0
20230807,"Canada Masters","Hard",FALSE,"Alexander Bublik","Hubert Hurkacz",1545.98456087371,1583.63807730148,0,-37.6535164277707,2,2,0.427319150274121,0
20230220,"Rio De Janeiro","Clay",FALSE,"Alex Molcan","Hugo Dellien",1461.70096887517,1499.2775438987,0,-37.5765750235237,2,2,0.427426059735954,0
20230731,"Washington","Hard",FALSE,"Brandon Nakashima","Andy Murray",1454.79485283287,1492.1314644651,0,-37.3366116322354,2,0,0.49270582656707,0
20230626,"Mallorca","Grass",FALSE,"Guido Pella","Marcos Giron",1465.33505515682,1502.55051081407,1,-37.2154556572511,2,2,0.427927922607117,0
20230927,"Beijing","Hard",FALSE,"Matteo Arnaldi","Nicolas Jarry",1591.25415315803,1628.41355865833,0,-37.1594055003027,0,2,0.398455276422818,0
20230213,"Delray Beach","Hard",FALSE,"Adrian Mannarino","J J Wolf",1516.73998813217,1553.87197896259,1,-37.1319908304197,0,0,0.462587401935995,0
20230320,"Miami Masters","Hard",FALSE,"Jan Lennard Struff","Grigor Dimitrov",1492.3716808905,1529.36265287968,0,-36.9909719891773,2,2,0.428239971897538,0
20230724,"Umag","Clay",FALSE,"Jaume Munar","Fabian Marozsan",1472.64003167563,1509.62027722553,1,-36.9802455499009,2,1,0.460565800804729,0
20230206,"Cordoba","Clay",FALSE,"Sebastian Baez","Hugo Dellien",1491.51068240459,1528.38886266892,1,-36.8781802643293,2,2,0.428396782495134,0
20230424,"Madrid Masters","Clay",FALSE,"Nuno Borges","Marcos Giron",1463.95960540925,1500.76947412705,0,-36.809868717793,2,1,0.460806145461221,0
20230410,"Monte Carlo Masters","Clay",FALSE,"Stan Wawrinka","Tallon Griekspoor",1549.3241984936,1586.11576902613,1,-36.791570532532,1,1,0.445727010164451,0
20230925,"Astana","Hard",FALSE,"Sho Shimabukuro","Roberto Carballes Baena",1481.4446464197,1518.23090570005,1,-36.7862592803442,0,0,0.463075435453091,0
20230206,"Montpellier","Hard",FALSE,"Arthur Fils","Richard Gasquet",1501.94960266013,1538.57131910468,1,-36.6217164445488,2,0,0.493720390556933,0
20230821,"Winston-Salem","Hard",FALSE,"Arthur Rinderknech","Omni Kumar",1446.10232642269,1482.60889271346,0,-36.5065662907612,2,0,0.493883814252004,0
20230403,"Marrakech","Clay",FALSE,"Lorenzo Musetti","Hugo Gaston",1449.68343087864,1486.07138776878,1,-36.387956890147,2,0,0.494052148754283,0
20230203,"Davis Cup QLS R1: GER vs SUI","Hard",FALSE,"Alexander Zverev","Marc Andrea Huesler",1473.78348314339,1510.11033865605,0,-36.3268555126631,2,2,0.429163477422381,0
20231127,"NextGen Finals","Hard",FALSE,"Dominic Stricker","Arthur Fils",1510.15299007159,1546.45133500602,0,-36.2983449344299,0,2,0.399627669458302,0
20230626,"Mallorca","Grass",FALSE,"Constant Lestienne","Arthur Rinderknech",1402.37765623107,1438.62302220263,0,-36.2453659715625,1,0,0.479027374444703,0
20230626,"Mallorca","Grass",FALSE,"Lloyd Harris","Pavel Kotov",1491.56995246106,1527.74429861642,1,-36.1743461553601,0,2,0.399796597417912,0
20230626,"Mallorca","Grass",FALSE,"Lloyd Harris","Bernabe Zapata Miralles",1475.01842199693,1511.08453967219,1,-36.0661176752615,0,2,0.399944060419809,0
20231016,"Stockholm","Hard",FALSE,"Miomir Kecmanovic","Karl Friberg",1464.14682746973,1500,1,-35.8531725302698,0,2,0.400234254438683,0
20230417,"Munich","Clay",FALSE,"Marko Topo","Cristian Garin",1500,1535.72808668274,0,-35.7280866827384,2,1,0.462332598305358,0
20230320,"Miami Masters","Hard",FALSE,"Pedro Martinez","Quentin Halys",1461.72754990297,1497.4479567822,0,-35.7204068792284,1,2,0.415134702567156,0
20231023,"Vienna","Hard",FALSE,"Aleksandar Vukic","Tomas Machac",1473.89667789571,1509.49367872162,0,-35.597000825913,2,0,0.495174733185332,0
20230320,"Miami Masters","Hard",FALSE,"Miomir Kecmanovic","Ugo Humbert",1497.86201351578,1533.23366606452,1,-35.3716525487382,0,2,0.400890710502953,0
20231106,"Sofia","Hard",FALSE,"Terence Atmane","Marton Fucsovics",1493.60919451652,1528.96300744027,0,-35.353812923747,0,0,0.465098215534667,0
20230916,"Davis Cup WG1 R1: BIH vs GER","Clay",FALSE,"Damir Dzumhur","Yannick Hanfmann",1482.68343658536,1518.00818602386,0,-35.3247494384989,2,1,0.46290191125032,0
20230925,"Astana","Hard",FALSE,"Sebastian Ofner","Dominic Thiem",1495.18580769662,1530.50816635454,1,-35.3223586579215,0,0,0.46514264572915,0
20230814,"Cincinnati Masters","Hard",FALSE,"Emil Ruusuvuori","Alexei Popyrin",1525.44143776866,1560.68505140124,0,-35.2436136325782,2,2,0.430670865469178,0
20230717,"Gstaad","Clay",FALSE,"Marc Andrea Huesler","Jurij Rodionov",1414.6850053509,1449.77388303241,0,-35.0888776815134,1,1,0.448116640697881,0
20230703,"Wimbledon","Grass",TRUE,"Alexander Shevchenko","Adrian Mannarino",1524.80483154301,1559.72408157753,0,-34.9192500345282,1,2,0.380634104986894,0
20230227,"Santiago","Clay",FALSE,"Tomas Martin Etcheverry","Francisco Cerundolo",1475.62515559579,1510.45939525945,1,-34.8342396636544,1,2,0.416356846544666,0
20230915,"Davis Cup Finals RR: CRO vs FIN","Hard",FALSE,"Emil Ruusuvuori","Borna Gojo",1520.91832927742,1555.5777622553,1,-34.6594329778789,2,2,0.431484319076491,0
20230612,"Stuttgart","Grass",FALSE,"Jan Lennard Struff","Frances Tiafoe",1622.03318622639,1656.68897887762,0,-34.6557926512303,0,0,0.46608432130456,0
20230828,"Us Open","Hard",TRUE,"John Isner","Facundo Diaz Acosta",1457.97331069696,1492.58847937637,1,-34.6151686794099,2,1,0.427521555175212,0
20230320,"Miami Masters","Hard",FALSE,"Karen Khachanov","Stefanos Tsitsipas",1569.7323542325,1604.30321560302,1,-34.5708613705172,2,2,0.431607684706842,0
20230828,"Us Open","Hard",TRUE,"Ben Shelton","Aslan Karatsev",1516.44372862921,1550.86004861656,1,-34.416319987354,2,0,0.460312336545023,0
20230522,"Geneva","Clay",FALSE,"Yibing Wu","Marco Cecchinato",1513.64494792363,1548.0448691896,1,-34.3999212659762,0,2,0.402216552911237,0
20230206,"Montpellier","Hard",FALSE,"Luca Van Assche","Marc Andrea Huesler",1487.69083098602,1522.03319492125,0,-34.3423639352329,0,2,0.402295129935849,0
20230703,"Wimbledon","Grass",TRUE,"Aleksandar Vukic","Daniel Altmaier",1434.11176602606,1468.27659173078,1,-34.1648257047232,0,2,0.368113157767076,0
20230320,"Miami Masters","Hard",FALSE,"Gael Monfils","Ugo Humbert",1482.68684500587,1516.71180338565,0,-34.0249583797781,0,2,0.402728540695287,0
20230213,"Rotterdam","Hard",FALSE,"Pablo Carreno Busta","Richard Gasquet",1487.98460248457,1521.99606209352,0,-34.0114596089472,2,0,0.497425187827006,0
20230920,"Zhuhai","Hard",FALSE,"Luke Saville","Tomas Martin Etcheverry",1500,1534.00967501251,0,-34.0096750125122,1,2,0.417494956860374,0
20230306,"Indian Wells Masters","Hard",FALSE,"Ugo Humbert","Bernabe Zapata Miralles",1502.4747712178,1536.43129134456,1,-33.9565201267612,2,1,0.46483388713801,0
20230206,"Montpellier","Hard",FALSE,"Lorenzo Sonego","Filip Krajinovic",1480.76118492251,1514.4974792329,1,-33.7362943103897,2,0,0.497815759776626,0
20230717,"Bastad","Clay",FALSE,"Juan Manuel Cerundolo","Alexander Shevchenko",1467.8812021529,1501.46200207781,0,-33.580799924913,2,0,0.498036471030473,0
20230508,"Rome Masters","Clay",FALSE,"Daniel Altmaier","Giulio Zeppieri",1447.80398965397,1481.37312542041,1,-33.5691357664411,1,1,0.450251539158854,0
20230522,"Geneva","Clay",FALSE,"Ilya Ivashka","Guido Pella",1444.72170419794,1478.25425837129,1,-33.5325541733448,2,2,0.433054504184493,0
20230529,"Roland Garros","Clay",TRUE,"Gregoire Barrere","Emil Ruusuvuori",1522.27501430844,1555.75869776082,0,-33.4836834523776,1,2,0.384001849704434,0
20230227,"Dubai","Hard",FALSE,"Alexander Zverev","Andrey Rublev",1471.92088660418,1505.28919959679,0,-33.3683129926067,2,2,0.433283469788041,0
20230821,"Winston-Salem","Hard",FALSE,"Sebastian Korda","Jiri Lehecka",1539.18889638953,1572.55544107694,0,-33.3665446874102,2,2,0.43328593510493,0
20231016,"Antwerp","Hard",FALSE,"Botic Van De Zandschulp","Dominic Stricker",1482.32334002953,1515.45409252243,1,-33.1307524929045,2,0,0.498675279664483,0
20230320,"Miami Masters","Hard",FALSE,"Roman Safiullin","Gregoire Barrere",1454.60335057733,1487.65504639345,0,-33.0516958161193,2,0,0.498787495203836,0
20230306,"Indian Wells Masters","Hard",FALSE,"Marton Fucsovics","J J Wolf",1498.79680852118,1531.82049004575,1,-33.0236815245682,0,0,0.46839105540316,0
20230724,"Hamburg","Clay",FALSE,"Jan Choinski","Zhizhen Zhang",1480.5191610803,1513.4187206502,0,-32.8995595699025,2,1,0.466327069193701,0
20230724,"Umag","Clay",FALSE,"Dino Prizmic","Zsombor Piros",1483.87289240664,1516.68146179389,1,-32.8085693872583,0,2,0.404390896615307,0
20231030,"Paris Masters","Hard",FALSE,"Benjamin Bonzi","Dusan Lajovic",1482.08466988249,1514.66449121412,0,-32.5798213316325,2,2,0.434383086548414,0
20230828,"Us Open","Hard",TRUE,"Yu Hsiou Hsu","Thanasi Kokkinakis",1485.9072550205,1518.44005051069,1,-32.5327954901866,2,2,0.400785428538171,0
20230731,"Washington","Hard",FALSE,"Taro Daniel","Thanasi Kokkinakis",1496.04631405475,1528.5772484186,0,-32.5309343638473,0,2,0.404770630675639,0
20230731,"Washington","Hard",FALSE,"Diego Schwartzman","Mackenzie Mcdonald",1466.51464913862,1498.83673402755,0,-32.3220848889234,1,2,0.419826992979115,0
20230403,"Estoril","Clay",FALSE,"Casper Ruud","Miomir Kecmanovic",1513.2491133157,1545.4531406947,1,-32.2040273790062,1,1,0.452170777518179,0
20230220,"Rio De Janeiro","Clay",FALSE,"Dusan Lajovic","Laslo Djere",1489.18801172689,1521.33113210061,1,-32.1431203737202,2,1,0.467396072888038,0
20230403,"Marrakech","Clay",FALSE,"Francesco Passaro","Alexandre Muller",1499.26807260371,1531.21513627462,0,-31.9470636709054,1,2,0.420345715297356,0
20230529,"Roland Garros","Clay",TRUE,"Marc Andrea Huesler","Daniel Altmaier",1423.12823892243,1455.06496945696,0,-31.9367305345236,1,1,0.419136452784353,0
20230410,"Monte Carlo Masters","Clay",FALSE,"Karen Khachanov","Andrey Rublev",1611.68922128565,1643.62444674673,0,-31.9352254610876,1,1,0.452548862045069,0
20230508,"Rome Masters","Clay",FALSE,"Matteo Arnaldi","Lorenzo Musetti",1517.56156836129,1549.43445756418,0,-31.8728892028878,0,2,0.405671123639975,0
20230417,"Barcelona","Clay",FALSE,"Roberto Bautista Agut","Bernabe Zapata Miralles",1474.06554600433,1505.76592722307,1,-31.7003812187395,2,2,0.435610300304009,0
20230731,"Kitzbuhel","Clay",FALSE,"Sebastian Baez","Alex Molcan",1476.53948075661,1508.21952195546,1,-31.6800411988547,2,2,0.43563869315854,0
20230731,"Los Cabos","Hard",FALSE,"Gabriel Diallo","Gijs Brouwer",1471.29178208696,1502.84912343672,0,-31.5573413497577,2,2,0.4358099801562,0
20230306,"Indian Wells Masters","Hard",FALSE,"Emil Ruusuvuori","Alexander Zverev",1478.04863256013,1509.13466327425,0,-31.086030714114,2,2,0.436468064249695,0
20230109,"Auckland","Hard",FALSE,"Thiago Monteiro","Jiri Lehecka",1470.15863110734,1501.23428804756,0,-31.0756569402224,2,2,0.436482551522687,0
20231002,"Shanghai Masters","Hard",FALSE,"Jaume Munar","Ben Shelton",1501.91256422825,1532.92475955868,0,-31.0121953304222,2,2,0.436571179841306,0
20230220,"Doha","Hard",FALSE,"Alejandro Davidovich Fokina","Soon Woo Kwon",1501.13672517226,1532.07379238588,1,-30.937067213621,0,0,0.471342114275949,0
20230724,"Umag","Clay",FALSE,"Flavio Cobolli","Marin Cilic",1471.60011242591,1502.50205641526,1,-30.9019439893493,0,0,0.471391806113107,0
20230213,"Buenos Aires","Clay",FALSE,"Bernabe Zapata Miralles","Carlos Alcaraz",1520.02922696222,1550.80068024043,0,-30.7714532782115,2,1,0.469335276778886,0
20230703,"Wimbledon","Grass",TRUE,"Roman Safiullin","Roberto Bautista Agut",1494.02447709353,1524.76217736523,1,-30.7377002716992,0,2,0.376067261299974,0
