,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,result,player,rate_1stWon,bpSaved_rate,return_points_won,return_rate,return_pts_won_pct,serve_won_pct
653,2023-560,Us Open,Hard,128,G,20230828,172,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.5,106331,0.0,0,Christopher Oconnell,R,183.0,AUS,29.2,6-2 6-2 6-7(6) 6-2,5,R64,184.0,12.0,10.0,109.0,59.0,48.0,27.0,19.0,3.0,5.0,3.0,1.0,132.0,81.0,47.0,24.0,18.0,12.0,20.0,3.0,6260.0,69.0,811.0,1,Daniil Medvedev,0.8135593220338984,0.6,61.0,0.4621212121212121,46.21212121212121,81.35593220338984
654,2023-560,Us Open,Hard,128,G,20230828,175,200282,13.0,0,Alex De Minaur,R,183.0,AUS,24.5,200059,0.0,0,Yibing Wu,R,183.0,CHN,23.8,6-1 6-2 6-1,5,R64,87.0,2.0,2.0,61.0,29.0,24.0,22.0,11.0,1.0,1.0,1.0,7.0,79.0,40.0,20.0,17.0,11.0,11.0,18.0,13.0,2595.0,86.0,683.0,1,Alex De Minaur,0.8275862068965517,1.0,42.0,0.5316455696202531,53.16455696202531,82.75862068965517
655,2023-560,Us Open,Hard,128,G,20230828,177,207733,0.0,0,Jack Draper,L,193.0,GBR,21.6,128034,17.0,0,Hubert Hurkacz,R,196.0,POL,26.5,6-2 6-4 7-5,5,R64,132.0,4.0,5.0,87.0,51.0,39.0,23.0,15.0,2.0,3.0,8.0,0.0,103.0,58.0,39.0,19.0,15.0,6.0,11.0,123.0,491.0,17.0,2035.0,1,Jack Draper,0.7647058823529411,0.6666666666666666,45.0,0.4368932038834951,43.689320388349515,76.47058823529412
656,2023-560,Us Open,Hard,128,G,20230828,179,126094,8.0,0,Andrey Rublev,R,188.0,RUS,25.8,104792,0.0,0,Gael Monfils,R,193.0,FRA,36.9,6-4 6-3 3-6 6-1,5,R64,140.0,3.0,2.0,96.0,60.0,45.0,21.0,18.0,2.0,5.0,8.0,13.0,112.0,55.0,39.0,23.0,17.0,8.0,14.0,8.0,4515.0,162.0,387.0,1,Andrey Rublev,0.75,0.4,50.0,0.44642857142857145,44.642857142857146,75.0
657,2023-560,Us Open,Hard,128,G,20230828,183,126207,10.0,0,Frances Tiafoe,R,188.0,USA,25.6,124116,0.0,0,Sebastian Ofner,R,191.0,AUT,27.2,6-3 6-1 6-4,5,R64,92.0,5.0,1.0,71.0,40.0,35.0,20.0,13.0,1.0,1.0,5.0,3.0,68.0,42.0,27.0,11.0,13.0,1.0,6.0,10.0,3050.0,58.0,868.0,1,Frances Tiafoe,0.875,1.0,30.0,0.4411764705882353,44.11764705882353,87.5
658,2023-560,Us Open,Hard,128,G,20230828,184,126205,14.0,0,Tommy Paul,R,185.0,USA,26.2,126128,0.0,0,Roman Safiullin,R,185.0,RUS,26.0,3-6 2-6 6-2 6-4 6-3,5,R64,192.0,10.0,5.0,130.0,88.0,66.0,19.0,22.0,5.0,9.0,8.0,5.0,129.0,74.0,53.0,31.0,22.0,4.0,9.0,14.0,2570.0,60.0,857.0,1,Tommy Paul,0.75,0.5555555555555556,45.0,0.3488372093023256,34.883720930232556,75.0
659,2023-560,Us Open,Hard,128,G,20230828,186,210097,0.0,0,Ben Shelton,L,193.0,USA,20.8,106233,0.0,0,Dominic Thiem,R,185.0,AUT,29.9,7-6(1) 1-0 RET,5,R64,67.0,7.0,2.0,42.0,30.0,22.0,8.0,7.0,1.0,2.0,2.0,2.0,46.0,30.0,20.0,7.0,7.0,4.0,5.0,47.0,1015.0,81.0,726.0,1,Ben Shelton,0.7333333333333333,0.5,19.0,0.41304347826086957,41.30434782608695,73.33333333333333
660,2023-560,Us Open,Hard,128,G,20230828,191,126203,9.0,0,Taylor Fritz,R,196.0,USA,25.8,122669,0.0,0,Juan Pablo Varillas,R,185.0,PER,27.8,6-1 6-2 6-2,5,R64,101.0,10.0,3.0,79.0,45.0,37.0,17.0,12.0,3.0,3.0,1.0,2.0,59.0,34.0,21.0,10.0,11.0,1.0,7.0,9.0,3605.0,74.0,779.0,1,Taylor Fritz,0.8222222222222222,1.0,28.0,0.4745762711864407,47.45762711864407,82.22222222222221
661,2023-560,Us Open,Hard,128,G,20230828,195,104925,2.0,0,Novak Djokovic,R,188.0,SRB,36.2,126523,0.0,0,Bernabe Zapata Miralles,R,183.0,ESP,26.6,6-4 6-1 6-1,5,R64,120.0,5.0,0.0,72.0,42.0,32.0,22.0,12.0,6.0,6.0,2.0,2.0,80.0,55.0,31.0,10.0,12.0,5.0,11.0,2.0,9795.0,76.0,776.0,1,Novak Djokovic,0.7619047619047619,1.0,39.0,0.4875,48.75,76.19047619047619
662,2023-560,Us Open,Hard,128,G,20230828,196,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,105554,26.0,0,Daniel Evans,R,175.0,GBR,33.2,6-2 6-3 4-6 6-3,5,R32,191.0,6.0,4.0,106.0,60.0,44.0,32.0,18.0,5.0,7.0,8.0,5.0,132.0,77.0,53.0,23.0,18.0,11.0,17.0,1.0,9815.0,28.0,1381.0,1,Carlos Alcaraz,0.7333333333333333,0.7142857142857143,56.0,0.42424242424242425,42.42424242424242,73.33333333333333
663,2023-560,Us Open,Hard,128,G,20230828,198,100644,12.0,0,Alexander Zverev,R,198.0,GER,26.3,105777,19.0,0,Grigor Dimitrov,R,191.0,BUL,32.2,6-7(2) 7-6(8) 6-1 6-1,5,R32,222.0,15.0,1.0,122.0,85.0,60.0,26.0,19.0,3.0,5.0,7.0,7.0,134.0,78.0,47.0,33.0,21.0,9.0,16.0,12.0,2670.0,19.0,1690.0,1,Alexander Zverev,0.7058823529411765,0.6,54.0,0.40298507462686567,40.298507462686565,70.58823529411765
664,2023-560,Us Open,Hard,128,G,20230828,199,206173,6.0,0,Jannik Sinner,R,191.0,ITA,22.0,104527,0.0,0,Stan Wawrinka,R,183.0,SUI,38.4,6-3 2-6 6-4 6-2,5,R32,178.0,12.0,5.0,124.0,73.0,53.0,23.0,18.0,9.0,12.0,8.0,4.0,107.0,53.0,32.0,29.0,17.0,8.0,13.0,6.0,4645.0,49.0,1004.0,1,Jannik Sinner,0.726027397260274,0.75,46.0,0.42990654205607476,42.99065420560748,72.6027397260274
665,2023-560,Us Open,Hard,128,G,20230828,200,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.5,202104,0.0,0,Sebastian Baez,R,170.0,ARG,22.6,6-2 6-2 7-6(6),5,R32,160.0,12.0,7.0,120.0,74.0,53.0,19.0,15.0,10.0,12.0,0.0,3.0,86.0,57.0,32.0,11.0,14.0,3.0,9.0,3.0,6260.0,32.0,1295.0,1,Daniil Medvedev,0.7162162162162162,0.8333333333333334,43.0,0.5,50.0,71.62162162162163
666,2023-560,Us Open,Hard,128,G,20230828,201,200282,13.0,0,Alex De Minaur,R,183.0,AUS,24.5,111797,23.0,0,Nicolas Jarry,R,201.0,CHI,27.8,6-1 6-3 6-2,5,R32,105.0,2.0,4.0,69.0,34.0,29.0,22.0,12.0,1.0,1.0,4.0,3.0,71.0,44.0,28.0,8.0,12.0,3.0,9.0,13.0,2595.0,25.0,1439.0,1,Alex De Minaur,0.8529411764705882,1.0,35.0,0.49295774647887325,49.29577464788733,85.29411764705883
667,2023-560,Us Open,Hard,128,G,20230828,202,207733,0.0,0,Jack Draper,L,193.0,GBR,21.6,111581,0.0,WC,Michael Mmoh,R,188.0,USA,25.6,6-4 6-2 3-6 6-3,5,R32,184.0,13.0,5.0,111.0,64.0,55.0,20.0,18.0,4.0,6.0,10.0,7.0,115.0,73.0,56.0,13.0,18.0,4.0,9.0,123.0,491.0,89.0,644.0,1,Jack Draper,0.859375,0.6666666666666666,46.0,0.4,40.0,85.9375
668,2023-560,Us Open,Hard,128,G,20230828,203,126094,8.0,0,Andrey Rublev,R,188.0,RUS,25.8,126239,0.0,0,Arthur Rinderknech,R,196.0,FRA,28.0,3-6 6-3 6-1 7-5,5,R32,154.0,10.0,4.0,103.0,54.0,43.0,29.0,18.0,3.0,5.0,16.0,5.0,120.0,80.0,55.0,16.0,19.0,5.0,11.0,8.0,4515.0,73.0,781.0,1,Andrey Rublev,0.7962962962962963,0.6,49.0,0.4083333333333333,40.833333333333336,79.62962962962963
669,2023-560,Us Open,Hard,128,G,20230828,205,126207,10.0,0,Frances Tiafoe,R,188.0,USA,25.6,105173,22.0,0,Adrian Mannarino,L,180.0,FRA,35.1,4-6 6-2 6-3 7-6(6),5,R32,175.0,15.0,1.0,116.0,62.0,52.0,29.0,21.0,1.0,4.0,12.0,2.0,129.0,81.0,51.0,24.0,19.0,10.0,15.0,10.0,3050.0,35.0,1206.0,1,Frances Tiafoe,0.8387096774193549,0.25,54.0,0.4186046511627907,41.86046511627907,83.87096774193549
670,2023-560,Us Open,Hard,128,G,20230828,206,126205,14.0,0,Tommy Paul,R,185.0,USA,26.2,200221,21.0,0,Alejandro Davidovich Fokina,R,183.0,ESP,24.2,6-1 6-0 3-6 6-3,5,R32,139.0,15.0,3.0,110.0,63.0,51.0,20.0,16.0,5.0,6.0,3.0,6.0,88.0,54.0,32.0,15.0,15.0,2.0,8.0,14.0,2570.0,21.0,1525.0,1,Tommy Paul,0.8095238095238095,0.8333333333333334,41.0,0.4659090909090909,46.590909090909086,80.95238095238095
671,2023-560,Us Open,Hard,128,G,20230828,207,210097,0.0,0,Ben Shelton,L,193.0,USA,20.8,106234,0.0,0,Aslan Karatsev,R,185.0,RUS,29.9,6-4 3-6 6-2 6-0,5,R32,138.0,26.0,4.0,85.0,57.0,49.0,15.0,16.0,1.0,2.0,2.0,15.0,106.0,55.0,41.0,22.0,17.0,4.0,10.0,47.0,1015.0,77.0,773.0,1,Ben Shelton,0.8596491228070176,0.5,43.0,0.4056603773584906,40.56603773584906,85.96491228070175
672,2023-560,Us Open,Hard,128,G,20230828,209,126203,9.0,0,Taylor Fritz,R,196.0,USA,25.8,210150,0.0,Q,Jakub Mensik,R,193.0,CZE,17.9,6-1 6-2 6-0,5,R32,90.0,10.0,1.0,58.0,33.0,30.0,15.0,11.0,0.0,0.0,1.0,3.0,57.0,32.0,15.0,7.0,10.0,2.0,9.0,9.0,3605.0,206.0,305.0,1,Taylor Fritz,0.9090909090909091,0.0,35.0,0.6140350877192983,61.40350877192983,90.9090909090909
673,2023-560,Us Open,Hard,128,G,20230828,211,104925,2.0,0,Novak Djokovic,R,188.0,SRB,36.2,111513,32.0,0,Laslo Djere,R,188.0,SRB,28.2,4-6 4-6 6-1 6-1 6-3,5,R32,225.0,12.0,4.0,127.0,83.0,64.0,24.0,22.0,8.0,11.0,8.0,2.0,143.0,100.0,66.0,18.0,21.0,7.0,14.0,2.0,9795.0,38.0,1110.0,1,Novak Djokovic,0.7710843373493976,0.7272727272727273,59.0,0.4125874125874126,41.25874125874126,77.10843373493977
674,2023-560,Us Open,Hard,128,G,20230828,212,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,208286,0.0,0,Matteo Arnaldi,R,185.0,ITA,22.5,6-3 6-3 6-4,5,R16,117.0,2.0,3.0,74.0,49.0,38.0,15.0,14.0,0.0,1.0,4.0,3.0,90.0,57.0,37.0,14.0,14.0,7.0,12.0,1.0,9815.0,61.0,855.0,1,Carlos Alcaraz,0.7755102040816326,0.0,39.0,0.43333333333333335,43.333333333333336,77.55102040816327
675,2023-560,Us Open,Hard,128,G,20230828,213,100644,12.0,0,Alexander Zverev,R,198.0,GER,26.3,206173,6.0,0,Jannik Sinner,R,191.0,ITA,22.0,6-4 3-6 6-2 4-6 6-3,5,R16,281.0,16.0,6.0,162.0,113.0,79.0,24.0,23.0,8.0,12.0,12.0,7.0,160.0,86.0,59.0,37.0,23.0,8.0,14.0,12.0,2670.0,6.0,4645.0,1,Alexander Zverev,0.6991150442477876,0.6666666666666666,64.0,0.4,40.0,69.91150442477876
676,2023-560,Us Open,Hard,128,G,20230828,214,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.5,200282,13.0,0,Alex De Minaur,R,183.0,AUS,24.5,2-6 6-4 6-1 6-2,5,R16,160.0,11.0,6.0,104.0,67.0,54.0,15.0,17.0,4.0,6.0,1.0,2.0,95.0,52.0,36.0,20.0,16.0,5.0,10.0,3.0,6260.0,13.0,2595.0,1,Daniil Medvedev,0.8059701492537313,0.6666666666666666,39.0,0.4105263157894737,41.05263157894737,80.59701492537313
677,2023-560,Us Open,Hard,128,G,20230828,215,126094,8.0,0,Andrey Rublev,R,188.0,RUS,25.8,207733,0.0,0,Jack Draper,L,193.0,GBR,21.6,6-3 3-6 6-3 6-4,5,R16,165.0,14.0,2.0,95.0,63.0,53.0,21.0,19.0,2.0,4.0,18.0,5.0,129.0,73.0,57.0,20.0,18.0,13.0,17.0,8.0,4515.0,123.0,491.0,1,Andrey Rublev,0.8412698412698413,0.5,52.0,0.40310077519379844,40.310077519379846,84.12698412698413
678,2023-560,Us Open,Hard,128,G,20230828,216,126207,10.0,0,Frances Tiafoe,R,188.0,USA,25.6,208014,0.0,WC,Rinky Hijikata,R,178.0,AUS,22.5,6-4 6-1 6-4,5,R16,120.0,15.0,3.0,65.0,36.0,30.0,16.0,13.0,1.0,3.0,0.0,4.0,89.0,44.0,25.0,20.0,14.0,7.0,14.0,10.0,3050.0,110.0,547.0,1,Frances Tiafoe,0.8333333333333334,0.3333333333333333,44.0,0.4943820224719101,49.43820224719101,83.33333333333334
679,2023-560,Us Open,Hard,128,G,20230828,217,210097,0.0,0,Ben Shelton,L,193.0,USA,20.8,126205,14.0,0,Tommy Paul,R,185.0,USA,26.2,6-4 6-3 4-6 6-4,5,R16,169.0,16.0,9.0,123.0,83.0,62.0,19.0,19.0,11.0,14.0,6.0,8.0,108.0,64.0,49.0,19.0,20.0,2.0,8.0,47.0,1015.0,14.0,2570.0,1,Ben Shelton,0.7469879518072289,0.7857142857142857,40.0,0.37037037037037035,37.03703703703704,74.69879518072288
680,2023-560,Us Open,Hard,128,G,20230828,218,126203,9.0,0,Taylor Fritz,R,196.0,USA,25.8,208502,0.0,Q,Dominic Stricker,L,183.0,SUI,21.0,7-6(2) 6-4 6-4,5,R16,133.0,17.0,5.0,98.0,54.0,45.0,24.0,17.0,3.0,4.0,13.0,7.0,92.0,49.0,40.0,19.0,16.0,1.0,4.0,9.0,3605.0,128.0,480.0,1,Taylor Fritz,0.8333333333333334,0.75,33.0,0.358695652173913,35.869565217391305,83.33333333333334
681,2023-560,Us Open,Hard,128,G,20230828,219,104925,2.0,0,Novak Djokovic,R,188.0,SRB,36.2,127339,0.0,Q,Borna Gojo,R,196.0,CRO,25.4,6-2 7-5 6-4,5,R16,146.0,12.0,3.0,76.0,51.0,45.0,13.0,15.0,0.0,1.0,14.0,8.0,114.0,73.0,48.0,16.0,15.0,8.0,13.0,2.0,9795.0,105.0,559.0,1,Novak Djokovic,0.8823529411764706,0.0,50.0,0.43859649122807015,43.859649122807014,88.23529411764706
682,2023-560,Us Open,Hard,128,G,20230828,220,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,100644,12.0,0,Alexander Zverev,R,198.0,GER,26.3,6-3 6-2 6-4,5,QF,150.0,3.0,3.0,97.0,55.0,42.0,24.0,14.0,5.0,5.0,6.0,4.0,77.0,52.0,38.0,7.0,13.0,0.0,4.0,1.0,9815.0,12.0,2670.0,1,Carlos Alcaraz,0.7636363636363637,1.0,32.0,0.4155844155844156,41.55844155844156,76.36363636363637
683,2023-560,Us Open,Hard,128,G,20230828,221,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.5,126094,8.0,0,Andrey Rublev,R,188.0,RUS,25.8,6-4 6-3 6-4,5,QF,168.0,8.0,9.0,100.0,55.0,41.0,13.0,14.0,8.0,13.0,4.0,5.0,98.0,59.0,38.0,11.0,15.0,10.0,19.0,3.0,6260.0,8.0,4515.0,1,Daniil Medvedev,0.7454545454545455,0.6153846153846154,49.0,0.5,50.0,74.54545454545455
684,2023-560,Us Open,Hard,128,G,20230828,222,210097,0.0,0,Ben Shelton,L,193.0,USA,20.8,126207,10.0,0,Frances Tiafoe,R,188.0,USA,25.6,6-2 3-6 7-6(7) 6-2,5,QF,187.0,14.0,11.0,108.0,64.0,49.0,22.0,19.0,2.0,6.0,7.0,4.0,122.0,68.0,43.0,27.0,19.0,8.0,15.0,47.0,1015.0,10.0,3050.0,1,Ben Shelton,0.765625,0.3333333333333333,52.0,0.4262295081967213,42.62295081967213,76.5625
685,2023-560,Us Open,Hard,128,G,20230828,223,104925,2.0,0,Novak Djokovic,R,188.0,SRB,36.2,126203,9.0,0,Taylor Fritz,R,196.0,USA,25.8,6-1 6-4 6-4,5,QF,155.0,7.0,5.0,94.0,57.0,39.0,21.0,14.0,10.0,12.0,8.0,2.0,89.0,49.0,36.0,11.0,13.0,3.0,9.0,2.0,9795.0,9.0,3605.0,1,Novak Djokovic,0.6842105263157895,0.8333333333333334,42.0,0.47191011235955055,47.19101123595505,68.42105263157895
686,2023-560,Us Open,Hard,128,G,20230828,224,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.5,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,7-6(3) 6-1 3-6 6-3,5,SF,199.0,9.0,10.0,129.0,83.0,68.0,23.0,20.0,8.0,9.0,0.0,0.0,133.0,93.0,64.0,19.0,18.0,4.0,7.0,3.0,6260.0,1.0,9815.0,1,Daniil Medvedev,0.8192771084337349,0.8888888888888888,50.0,0.37593984962406013,37.59398496240601,81.92771084337349
687,2023-560,Us Open,Hard,128,G,20230828,225,104925,2.0,0,Novak Djokovic,R,188.0,SRB,36.2,210097,0.0,0,Ben Shelton,L,193.0,USA,20.8,6-3 6-2 7-6(4),5,SF,161.0,5.0,3.0,99.0,67.0,56.0,11.0,16.0,4.0,6.0,5.0,5.0,102.0,72.0,43.0,14.0,14.0,9.0,14.0,2.0,9795.0,47.0,1015.0,1,Novak Djokovic,0.835820895522388,0.6666666666666666,45.0,0.4411764705882353,44.11764705882353,83.5820895522388
688,2023-560,Us Open,Hard,128,G,20230828,226,104925,2.0,0,Novak Djokovic,R,188.0,SRB,36.2,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.5,6-3 7-6(5) 6-3,5,F,197.0,4.0,6.0,109.0,59.0,48.0,27.0,16.0,2.0,3.0,6.0,6.0,106.0,69.0,49.0,14.0,15.0,3.0,6.0,2.0,9795.0,3.0,6260.0,1,Novak Djokovic,0.8135593220338984,0.6666666666666666,43.0,0.4056603773584906,40.56603773584906,81.35593220338984
689,2023-7581,Chengdu,Hard,32,A,20230920,300,100644,1.0,0,Alexander Zverev,R,198.0,GER,26.4,126128,0.0,0,Roman Safiullin,R,185.0,RUS,26.1,6-7(2) 7-6(5) 6-3,3,F,176.0,10.0,1.0,106.0,81.0,62.0,13.0,17.0,1.0,2.0,8.0,4.0,109.0,68.0,49.0,24.0,16.0,8.0,10.0,10.0,3030.0,55.0,902.0,1,Alexander Zverev,0.7654320987654321,0.5,36.0,0.3302752293577982,33.02752293577982,76.5432098765432
690,2023-7581,Chengdu,Hard,32,A,20230920,299,100644,1.0,0,Alexander Zverev,R,198.0,GER,26.4,105777,3.0,0,Grigor Dimitrov,R,191.0,BUL,32.3,6-3 7-6(2),3,SF,110.0,9.0,0.0,66.0,57.0,44.0,6.0,10.0,5.0,5.0,0.0,2.0,74.0,49.0,34.0,14.0,11.0,5.0,7.0,10.0,3030.0,20.0,1735.0,1,Alexander Zverev,0.7719298245614035,1.0,26.0,0.35135135135135137,35.13513513513514,77.19298245614034
691,2023-7581,Chengdu,Hard,32,A,20230920,297,100644,1.0,0,Alexander Zverev,R,198.0,GER,26.4,200175,7.0,0,Miomir Kecmanovic,R,183.0,SRB,24.0,5-7 7-5 6-2,3,QF,178.0,13.0,3.0,103.0,81.0,55.0,12.0,16.0,7.0,10.0,4.0,3.0,112.0,59.0,38.0,25.0,16.0,12.0,17.0,10.0,3030.0,47.0,985.0,1,Alexander Zverev,0.6790123456790124,0.7,49.0,0.4375,43.75,67.90123456790124
692,2023-7581,Chengdu,Hard,32,A,20230920,296,105777,3.0,0,Grigor Dimitrov,R,191.0,BUL,32.3,106331,0.0,0,Christopher Oconnell,R,183.0,AUS,29.2,6-4 6-1,3,QF,84.0,3.0,2.0,52.0,27.0,21.0,17.0,9.0,2.0,2.0,4.0,2.0,62.0,43.0,27.0,7.0,8.0,5.0,8.0,20.0,1735.0,53.0,930.0,1,Grigor Dimitrov,0.7777777777777778,1.0,28.0,0.45161290322580644,45.16129032258064,77.77777777777779
693,2023-7581,Chengdu,Hard,32,A,20230920,294,207518,2.0,0,Lorenzo Musetti,R,185.0,ITA,21.5,126239,0.0,0,Arthur Rinderknech,R,196.0,FRA,28.1,6-3 6-3,3,QF,87.0,1.0,2.0,51.0,30.0,24.0,14.0,9.0,0.0,0.0,7.0,3.0,60.0,35.0,25.0,10.0,9.0,4.0,7.0,18.0,1925.0,67.0,826.0,1,Lorenzo Musetti,0.8,0.0,25.0,0.4166666666666667,41.66666666666667,80.0
694,2023-7581,Chengdu,Hard,32,A,20230920,293,100644,1.0,0,Alexander Zverev,R,198.0,GER,26.4,200303,0.0,Q,Pavel Kotov,R,191.0,RUS,24.8,7-6(5) 4-6 6-1,3,R16,145.0,8.0,2.0,80.0,50.0,43.0,17.0,14.0,1.0,2.0,4.0,5.0,102.0,66.0,48.0,17.0,15.0,3.0,6.0,10.0,3030.0,106.0,578.0,1,Alexander Zverev,0.86,0.5,37.0,0.3627450980392157,36.27450980392157,86.0
695,2023-7581,Chengdu,Hard,32,A,20230920,291,105777,3.0,0,Grigor Dimitrov,R,191.0,BUL,32.3,122669,0.0,0,Juan Pablo Varillas,R,185.0,PER,27.9,6-3 6-4,3,R16,85.0,6.0,3.0,54.0,39.0,30.0,4.0,10.0,0.0,3.0,2.0,1.0,52.0,21.0,15.0,10.0,9.0,2.0,7.0,20.0,1735.0,70.0,815.0,1,Grigor Dimitrov,0.7692307692307693,0.0,27.0,0.5192307692307693,51.92307692307693,76.92307692307693
696,2023-7581,Chengdu,Hard,32,A,20230920,286,207518,2.0,0,Lorenzo Musetti,R,185.0,ITA,21.5,210340,0.0,Q,Philip Sekulic,R,191.0,AUS,20.0,7-6(3) 6-7(4) 6-0,3,R16,174.0,11.0,5.0,93.0,52.0,38.0,24.0,15.0,0.0,3.0,6.0,2.0,105.0,72.0,46.0,14.0,15.0,9.0,15.0,18.0,1925.0,325.0,163.0,1,Lorenzo Musetti,0.7307692307692307,0.0,45.0,0.42857142857142855,42.857142857142854,73.07692307692307
697,2023-0747,Beijing,Hard,32,A,20230927,300,206173,6.0,0,Jannik Sinner,R,191.0,ITA,22.1,106421,2.0,0,Daniil Medvedev,R,198.0,RUS,27.6,7-6(2) 7-6(2),3,F,121.0,3.0,0.0,75.0,51.0,42.0,17.0,12.0,1.0,1.0,6.0,4.0,78.0,57.0,43.0,11.0,12.0,5.0,5.0,7.0,4465.0,3.0,7280.0,1,Jannik Sinner,0.8235294117647058,1.0,24.0,0.3076923076923077,30.76923076923077,82.35294117647058
698,2023-0747,Beijing,Hard,32,A,20230927,299,206173,6.0,0,Jannik Sinner,R,191.0,ITA,22.1,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,7-6(4) 6-1,3,SF,115.0,1.0,0.0,75.0,44.0,29.0,15.0,9.0,7.0,9.0,4.0,0.0,63.0,45.0,27.0,5.0,10.0,3.0,8.0,7.0,4465.0,2.0,8535.0,1,Jannik Sinner,0.6590909090909091,0.7777777777777778,31.0,0.49206349206349204,49.2063492063492,65.9090909090909
699,2023-0747,Beijing,Hard,32,A,20230927,298,106421,2.0,0,Daniil Medvedev,R,198.0,RUS,27.6,100644,8.0,0,Alexander Zverev,R,198.0,GER,26.4,6-4 6-3,3,SF,85.0,8.0,1.0,57.0,41.0,33.0,11.0,10.0,4.0,4.0,1.0,1.0,51.0,38.0,27.0,6.0,9.0,2.0,4.0,3.0,7280.0,10.0,3280.0,1,Daniil Medvedev,0.8048780487804879,1.0,18.0,0.35294117647058826,35.294117647058826,80.48780487804879
700,2023-0747,Beijing,Hard,32,A,20230927,297,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,134770,7.0,0,Casper Ruud,R,183.0,NOR,24.7,6-4 6-2,3,QF,104.0,6.0,1.0,55.0,38.0,27.0,11.0,9.0,1.0,2.0,1.0,4.0,77.0,50.0,31.0,8.0,9.0,11.0,15.0,2.0,8535.0,9.0,3560.0,1,Carlos Alcaraz,0.7105263157894737,0.5,38.0,0.4935064935064935,49.35064935064935,71.05263157894737
701,2023-0747,Beijing,Hard,32,A,20230927,296,206173,6.0,0,Jannik Sinner,R,191.0,ITA,22.1,105777,0.0,0,Grigor Dimitrov,R,191.0,BUL,32.3,6-4 3-6 6-2,3,QF,151.0,3.0,1.0,85.0,50.0,34.0,23.0,13.0,7.0,8.0,2.0,3.0,97.0,57.0,40.0,20.0,14.0,12.0,15.0,7.0,4465.0,19.0,1815.0,1,Jannik Sinner,0.68,0.875,37.0,0.38144329896907214,38.144329896907216,68.0
702,2023-0747,Beijing,Hard,32,A,20230927,295,100644,8.0,0,Alexander Zverev,R,198.0,GER,26.4,111797,0.0,0,Nicolas Jarry,R,201.0,CHI,27.9,6-1 6-7(5) 6-3,3,QF,138.0,13.0,1.0,98.0,83.0,64.0,7.0,15.0,1.0,1.0,8.0,0.0,75.0,45.0,36.0,13.0,13.0,1.0,4.0,10.0,3280.0,23.0,1494.0,1,Alexander Zverev,0.7710843373493976,1.0,26.0,0.3466666666666667,34.66666666666667,77.10843373493977
703,2023-0747,Beijing,Hard,32,A,20230927,294,106421,2.0,0,Daniil Medvedev,R,198.0,RUS,27.6,200005,0.0,0,Ugo Humbert,L,188.0,FRA,25.2,6-4 3-6 6-1,3,QF,126.0,7.0,9.0,82.0,54.0,37.0,13.0,13.0,1.0,5.0,0.0,5.0,81.0,45.0,25.0,17.0,13.0,6.0,12.0,3.0,7280.0,36.0,1198.0,1,Daniil Medvedev,0.6851851851851852,0.2,39.0,0.48148148148148145,48.148148148148145,68.51851851851852
704,2023-0747,Beijing,Hard,32,A,20230927,293,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,20.3,207518,0.0,0,Lorenzo Musetti,R,185.0,ITA,21.5,6-2 6-2,3,R16,81.0,1.0,3.0,53.0,36.0,24.0,11.0,8.0,3.0,3.0,2.0,1.0,42.0,22.0,15.0,7.0,8.0,1.0,5.0,2.0,8535.0,18.0,1970.0,1,Carlos Alcaraz,0.6666666666666666,1.0,20.0,0.47619047619047616,47.61904761904761,66.66666666666666
705,2023-0747,Beijing,Hard,32,A,20230927,292,134770,7.0,0,Casper Ruud,R,183.0,NOR,24.7,144869,0.0,0,Tomas Martin Etcheverry,R,196.0,ARG,24.1,1-6 7-5 7-6(7),3,R16,177.0,8.0,7.0,109.0,63.0,40.0,24.0,16.0,6.0,11.0,8.0,2.0,100.0,52.0,40.0,24.0,15.0,7.0,10.0,9.0,3560.0,31.0,1316.0,1,Casper Ruud,0.6349206349206349,0.5454545454545454,36.0,0.36,36.0,63.49206349206349
