,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,result,player,rate_1stWon,bpSaved_rate,return_points_won,return_rate,return_pts_won_pct,serve_won_pct
249,2023-7290,Estoril,Clay,32,A,20230403,293,134770,1.0,0,Casper Ruud,R,183.0,NOR,24.2,105311,0.0,WC,Joao Sousa,R,185.0,POR,34.0,4-6 6-2 6-2,3,R16,135.0,4.0,2.0,76.0,54.0,37.0,14.0,13.0,3.0,5.0,4.0,1.0,99.0,54.0,30.0,23.0,13.0,13.0,18.0,5.0,5005.0,147.0,390.0,1,Casper Ruud,0.6851851851851852,0.6,46.0,0.46464646464646464,46.464646464646464,68.51851851851852
250,2023-7290,Estoril,Clay,32,A,20230403,278,210097,8.0,0,Ben Shelton,L,193.0,USA,20.4,106005,0.0,0,Constant Lestienne,R,180.0,FRA,30.8,7-5 7-5,3,R32,94.0,8.0,3.0,66.0,42.0,35.0,12.0,12.0,2.0,3.0,3.0,4.0,64.0,39.0,30.0,11.0,12.0,1.0,4.0,39.0,999.0,63.0,798.0,1,Ben Shelton,0.8333333333333334,0.6666666666666666,23.0,0.359375,35.9375,83.33333333333334
251,2023-0717,Houston,Clay,32,A,20230403,300,126207,1.0,0,Frances Tiafoe,R,188.0,USA,25.1,144869,8.0,0,Tomas Martin Etcheverry,R,196.0,ARG,23.7,7-6(1) 7-6(6),3,F,113.0,12.0,1.0,73.0,48.0,39.0,17.0,12.0,1.0,2.0,6.0,2.0,78.0,49.0,33.0,18.0,12.0,0.0,1.0,15.0,2665.0,73.0,729.0,1,Frances Tiafoe,0.8125,0.5,27.0,0.34615384615384615,34.61538461538461,81.25
252,2023-0717,Houston,Clay,32,A,20230403,299,126207,1.0,0,Frances Tiafoe,R,188.0,USA,25.1,133835,0.0,0,Gijs Brouwer,L,191.0,NED,27.0,6-4 6-1,3,SF,58.0,5.0,1.0,41.0,23.0,20.0,12.0,8.0,0.0,0.0,4.0,4.0,56.0,33.0,24.0,5.0,9.0,0.0,4.0,15.0,2665.0,123.0,477.0,1,Frances Tiafoe,0.8695652173913043,0.0,27.0,0.48214285714285715,48.214285714285715,86.95652173913044
253,2023-0717,Houston,Clay,32,A,20230403,297,126207,1.0,0,Frances Tiafoe,R,188.0,USA,25.1,106186,6.0,0,Jason Kubler,R,178.0,AUS,29.8,6-4 6-4,3,QF,88.0,9.0,2.0,55.0,31.0,28.0,14.0,10.0,1.0,1.0,11.0,1.0,73.0,49.0,35.0,10.0,10.0,11.0,13.0,15.0,2665.0,71.0,733.0,1,Frances Tiafoe,0.9032258064516129,1.0,28.0,0.3835616438356164,38.35616438356164,90.32258064516128
254,2023-0717,Houston,Clay,32,A,20230403,293,126207,1.0,0,Frances Tiafoe,R,188.0,USA,25.1,105449,0.0,WC,Steve Johnson,R,188.0,USA,33.2,6-2 6-4,3,R16,74.0,9.0,0.0,51.0,31.0,26.0,13.0,9.0,0.0,0.0,5.0,3.0,58.0,35.0,27.0,6.0,9.0,2.0,5.0,15.0,2665.0,152.0,381.0,1,Frances Tiafoe,0.8387096774193549,0.0,25.0,0.43103448275862066,43.103448275862064,83.87096774193549
255,2023-0360,Marrakech,Clay,32,A,20230403,293,207518,1.0,0,Lorenzo Musetti,R,185.0,ITA,21.0,200384,0.0,0,Hugo Gaston,L,173.0,FRA,22.5,6-2 6-3,3,R16,78.0,0.0,1.0,42.0,18.0,13.0,17.0,8.0,1.0,2.0,0.0,4.0,52.0,29.0,17.0,9.0,9.0,2.0,7.0,21.0,1840.0,104.0,535.0,1,Lorenzo Musetti,0.7222222222222222,0.5,26.0,0.5,50.0,72.22222222222221
256,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,300,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.4,208029,6.0,0,Holger Rune,R,188.0,DEN,19.9,5-7 6-2 7-5,3,F,154.0,5.0,4.0,95.0,47.0,35.0,25.0,16.0,4.0,8.0,6.0,9.0,112.0,56.0,40.0,21.0,16.0,13.0,19.0,6.0,3470.0,9.0,3335.0,1,Andrey Rublev,0.7446808510638298,0.5,51.0,0.45535714285714285,45.535714285714285,74.46808510638297
257,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,299,208029,6.0,0,Holger Rune,R,188.0,DEN,19.9,206173,7.0,0,Jannik Sinner,R,191.0,ITA,21.6,1-6 7-5 7-5,3,SF,166.0,4.0,5.0,86.0,56.0,38.0,16.0,15.0,4.0,7.0,0.0,5.0,116.0,65.0,42.0,29.0,16.0,11.0,14.0,9.0,3335.0,8.0,3345.0,1,Holger Rune,0.6785714285714286,0.5714285714285714,45.0,0.3879310344827586,38.793103448275865,67.85714285714286
258,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,298,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.4,126203,8.0,0,Taylor Fritz,R,196.0,USA,25.4,5-7 6-1 6-3,3,SF,127.0,2.0,3.0,88.0,48.0,31.0,20.0,14.0,3.0,8.0,5.0,6.0,96.0,47.0,30.0,17.0,14.0,13.0,21.0,6.0,3470.0,10.0,3065.0,1,Andrey Rublev,0.6458333333333334,0.375,49.0,0.5104166666666666,51.041666666666664,64.58333333333334
259,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,297,206173,7.0,0,Jannik Sinner,R,191.0,ITA,21.6,207518,16.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,6-2 6-2,3,QF,75.0,1.0,0.0,55.0,31.0,24.0,14.0,8.0,5.0,5.0,1.0,3.0,42.0,25.0,16.0,4.0,8.0,2.0,6.0,8.0,3345.0,21.0,1840.0,1,Jannik Sinner,0.7741935483870968,1.0,22.0,0.5238095238095238,52.38095238095239,77.41935483870968
260,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,296,208029,6.0,0,Holger Rune,R,188.0,DEN,19.9,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.1,6-3 6-4,3,QF,77.0,1.0,2.0,52.0,27.0,20.0,18.0,10.0,1.0,2.0,1.0,2.0,58.0,36.0,21.0,14.0,9.0,2.0,5.0,9.0,3335.0,5.0,5150.0,1,Holger Rune,0.7407407407407407,0.5,23.0,0.39655172413793105,39.6551724137931,74.07407407407408
261,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,295,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.4,105526,0.0,Q,Jan Lennard Struff,R,193.0,GER,32.9,6-1 7-6(5),3,QF,99.0,7.0,5.0,70.0,35.0,27.0,16.0,10.0,1.0,3.0,6.0,6.0,74.0,31.0,19.0,19.0,9.0,10.0,14.0,6.0,3470.0,100.0,574.0,1,Andrey Rublev,0.7714285714285715,0.3333333333333333,36.0,0.4864864864864865,48.64864864864865,77.14285714285715
262,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,294,126203,8.0,0,Taylor Fritz,R,196.0,USA,25.4,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,6-2 6-4,3,QF,70.0,3.0,1.0,45.0,25.0,20.0,14.0,9.0,0.0,1.0,1.0,1.0,47.0,25.0,16.0,10.0,9.0,1.0,5.0,10.0,3065.0,3.0,5770.0,1,Taylor Fritz,0.8,0.0,21.0,0.44680851063829785,44.680851063829785,80.0
263,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,293,207518,16.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,104925,1.0,0,Novak Djokovic,R,188.0,SRB,35.8,4-6 7-5 6-4,3,R16,174.0,6.0,0.0,103.0,58.0,33.0,23.0,16.0,6.0,13.0,1.0,6.0,94.0,63.0,37.0,12.0,16.0,6.0,14.0,21.0,1840.0,1.0,7160.0,1,Lorenzo Musetti,0.5689655172413793,0.46153846153846156,45.0,0.4787234042553192,47.87234042553192,56.896551724137936
264,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,292,206173,7.0,0,Jannik Sinner,R,191.0,ITA,21.6,128034,10.0,0,Hubert Hurkacz,R,196.0,POL,26.1,3-6 7-6(6) 6-1,3,R16,147.0,3.0,3.0,89.0,52.0,39.0,21.0,13.0,6.0,8.0,15.0,8.0,115.0,60.0,50.0,17.0,15.0,8.0,12.0,8.0,3345.0,13.0,2750.0,1,Jannik Sinner,0.75,0.75,48.0,0.41739130434782606,41.73913043478261,75.0
265,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,291,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.1,100644,13.0,0,Alexander Zverev,R,198.0,GER,25.9,3-6 7-5 7-6(7),3,R16,185.0,3.0,8.0,103.0,56.0,40.0,19.0,16.0,5.0,11.0,4.0,4.0,115.0,71.0,44.0,18.0,17.0,7.0,13.0,5.0,5150.0,16.0,2410.0,1,Daniil Medvedev,0.7142857142857143,0.45454545454545453,53.0,0.4608695652173913,46.08695652173913,71.42857142857143
266,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,290,208029,6.0,0,Holger Rune,R,188.0,DEN,19.9,126610,0.0,0,Matteo Berrettini,R,196.0,ITA,26.9,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3335.0,22.0,1742.0,1,Holger Rune,0.0,0.0,0.0,,,0.0
267,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,289,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.4,111575,9.0,0,Karen Khachanov,R,198.0,RUS,26.8,7-6(4) 6-2,3,R16,90.0,5.0,0.0,63.0,41.0,27.0,15.0,10.0,0.0,1.0,2.0,1.0,64.0,38.0,19.0,17.0,10.0,0.0,3.0,6.0,3470.0,12.0,2855.0,1,Andrey Rublev,0.6585365853658537,0.0,28.0,0.4375,43.75,65.85365853658537
268,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,287,126203,8.0,0,Taylor Fritz,R,196.0,USA,25.4,208103,0.0,0,Jiri Lehecka,R,185.0,CZE,21.4,4-6 6-4 6-1,3,R16,102.0,5.0,2.0,81.0,50.0,37.0,19.0,14.0,7.0,9.0,2.0,2.0,68.0,43.0,30.0,13.0,13.0,3.0,7.0,10.0,3065.0,42.0,978.0,1,Taylor Fritz,0.74,0.7777777777777778,25.0,0.36764705882352944,36.76470588235294,74.0
269,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,286,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,111797,0.0,0,Nicolas Jarry,R,201.0,CHI,27.4,6-3 6-4,3,R16,93.0,8.0,0.0,61.0,40.0,32.0,12.0,10.0,2.0,2.0,3.0,3.0,72.0,49.0,35.0,7.0,9.0,8.0,10.0,3.0,5770.0,58.0,814.0,1,Stefanos Tsitsipas,0.8,1.0,30.0,0.4166666666666667,41.66666666666667,80.0
270,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,285,104925,1.0,0,Novak Djokovic,R,188.0,SRB,35.8,123809,0.0,Q,Ivan Gakhov,L,191.0,RUS,26.4,7-6(5) 6-2,3,R32,107.0,4.0,2.0,65.0,39.0,30.0,16.0,10.0,3.0,4.0,5.0,7.0,77.0,39.0,25.0,19.0,10.0,4.0,7.0,1.0,7160.0,198.0,292.0,1,Novak Djokovic,0.7692307692307693,0.75,33.0,0.42857142857142855,42.857142857142854,76.92307692307693
271,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,284,207518,16.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,208134,0.0,Q,Luca Nardi,R,185.0,ITA,19.6,6-0 6-0,3,R32,50.0,1.0,0.0,33.0,21.0,18.0,7.0,6.0,1.0,1.0,0.0,1.0,38.0,28.0,10.0,1.0,6.0,1.0,7.0,21.0,1840.0,159.0,372.0,1,Lorenzo Musetti,0.8571428571428571,1.0,27.0,0.7105263157894737,71.05263157894737,85.71428571428571
272,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,282,206173,7.0,0,Jannik Sinner,R,191.0,ITA,21.6,106043,0.0,0,Diego Schwartzman,R,170.0,ARG,30.6,6-0 3-1 RET,3,R32,42.0,2.0,2.0,25.0,12.0,10.0,10.0,5.0,0.0,0.0,0.0,7.0,26.0,14.0,4.0,2.0,5.0,0.0,4.0,8.0,3345.0,37.0,1025.0,1,Jannik Sinner,0.8333333333333334,0.0,20.0,0.7692307692307693,76.92307692307693,83.33333333333334
273,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,281,106421,3.0,0,Daniil Medvedev,R,198.0,RUS,27.1,132283,0.0,WC,Lorenzo Sonego,R,191.0,ITA,27.9,6-3 6-2,3,R32,88.0,2.0,4.0,53.0,30.0,27.0,11.0,9.0,1.0,1.0,0.0,2.0,58.0,27.0,15.0,15.0,8.0,6.0,9.0,5.0,5150.0,45.0,915.0,1,Daniil Medvedev,0.9,1.0,28.0,0.4827586206896552,48.275862068965516,90.0
274,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,280,100644,13.0,0,Alexander Zverev,R,198.0,GER,25.9,105138,0.0,0,Roberto Bautista Agut,R,183.0,ESP,34.9,6-4 6-4,3,R32,107.0,11.0,5.0,65.0,47.0,35.0,7.0,10.0,2.0,3.0,2.0,2.0,67.0,41.0,26.0,12.0,10.0,3.0,6.0,16.0,2410.0,29.0,1395.0,1,Alexander Zverev,0.7446808510638298,0.6666666666666666,29.0,0.43283582089552236,43.28358208955223,74.46808510638297
275,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,278,208029,6.0,0,Holger Rune,R,188.0,DEN,19.9,106233,0.0,WC,Dominic Thiem,R,185.0,AUT,29.5,6-2 6-4,3,R32,95.0,0.0,3.0,56.0,35.0,28.0,11.0,9.0,2.0,2.0,2.0,1.0,58.0,32.0,22.0,11.0,9.0,6.0,9.0,9.0,3335.0,106.0,555.0,1,Holger Rune,0.8,1.0,25.0,0.43103448275862066,43.103448275862064,80.0
276,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,277,126094,5.0,0,Andrey Rublev,R,188.0,RUS,25.4,144719,0.0,0,Jaume Munar,R,183.0,ESP,25.9,4-6 6-2 6-2,3,R32,135.0,1.0,1.0,90.0,40.0,27.0,25.0,13.0,5.0,8.0,1.0,3.0,73.0,44.0,24.0,14.0,13.0,4.0,10.0,6.0,3470.0,83.0,685.0,1,Andrey Rublev,0.675,0.625,35.0,0.4794520547945205,47.94520547945205,67.5
277,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,274,134770,4.0,0,Casper Ruud,R,183.0,NOR,24.2,122298,0.0,0,Botic Van De Zandschulp,R,191.0,NED,27.5,7-5 7-6(1),3,R32,135.0,2.0,3.0,83.0,44.0,30.0,19.0,12.0,4.0,8.0,3.0,3.0,82.0,45.0,27.0,14.0,12.0,8.0,13.0,4.0,5255.0,31.0,1250.0,1,Casper Ruud,0.6818181818181818,0.5,41.0,0.5,50.0,68.18181818181817
278,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,273,126203,8.0,0,Taylor Fritz,R,196.0,USA,25.4,104527,0.0,WC,Stan Wawrinka,R,183.0,SUI,38.0,7-6(10) 6-2,3,R32,98.0,8.0,1.0,68.0,39.0,32.0,19.0,10.0,5.0,5.0,2.0,2.0,72.0,42.0,32.0,13.0,10.0,3.0,5.0,10.0,3065.0,90.0,647.0,1,Taylor Fritz,0.8205128205128205,1.0,27.0,0.375,37.5,82.05128205128204
279,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,270,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,126127,0.0,0,Benjamin Bonzi,R,183.0,FRA,26.8,4-1 RET,3,R32,22.0,1.0,0.0,15.0,9.0,8.0,4.0,3.0,0.0,0.0,1.0,1.0,16.0,9.0,8.0,0.0,2.0,0.0,1.0,3.0,5770.0,48.0,901.0,1,Stefanos Tsitsipas,0.8888888888888888,0.0,8.0,0.5,50.0,88.88888888888889
280,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,266,207518,16.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,200175,0.0,0,Miomir Kecmanovic,R,183.0,SRB,23.6,7-6(1) 6-0,3,R64,89.0,6.0,2.0,59.0,37.0,30.0,14.0,9.0,2.0,2.0,1.0,0.0,54.0,34.0,18.0,10.0,9.0,0.0,3.0,21.0,1840.0,34.0,1125.0,1,Lorenzo Musetti,0.8108108108108109,1.0,26.0,0.48148148148148145,48.148148148148145,81.08108108108108
281,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,264,207733,0.0,0,Jack Draper,L,193.0,GBR,21.2,202104,0.0,0,Sebastian Baez,R,170.0,ARG,22.2,6-3 7-5,3,R64,111.0,6.0,4.0,91.0,61.0,41.0,14.0,11.0,11.0,12.0,1.0,1.0,59.0,40.0,27.0,9.0,10.0,1.0,4.0,56.0,839.0,32.0,1215.0,1,Jack Draper,0.6721311475409836,0.9166666666666666,23.0,0.3898305084745763,38.983050847457626,67.21311475409836
282,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,258,100644,13.0,0,Alexander Zverev,R,198.0,GER,25.9,122330,0.0,0,Alexander Bublik,R,196.0,KAZ,25.8,3-6 6-2 6-4,3,R64,120.0,3.0,2.0,69.0,39.0,29.0,14.0,13.0,2.0,6.0,7.0,10.0,88.0,48.0,32.0,16.0,14.0,11.0,17.0,16.0,2410.0,53.0,865.0,1,Alexander Zverev,0.7435897435897436,0.3333333333333333,40.0,0.45454545454545453,45.45454545454545,74.35897435897436
283,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,249,200282,14.0,0,Alex De Minaur,R,183.0,AUS,24.1,104918,0.0,0,Andy Murray,R,191.0,GBR,35.9,6-1 6-3,3,R64,86.0,1.0,0.0,43.0,15.0,12.0,20.0,8.0,0.0,0.0,1.0,1.0,48.0,24.0,15.0,9.0,8.0,2.0,6.0,19.0,2050.0,54.0,860.0,1,Alex De Minaur,0.8,0.0,24.0,0.5,50.0,80.0
284,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,243,105777,0.0,0,Grigor Dimitrov,R,191.0,BUL,31.9,210097,0.0,0,Ben Shelton,L,193.0,USA,20.5,6-1 3-6 6-3,3,R64,131.0,10.0,4.0,74.0,46.0,37.0,17.0,13.0,1.0,2.0,9.0,4.0,108.0,67.0,48.0,13.0,12.0,15.0,18.0,25.0,1485.0,39.0,1019.0,1,Grigor Dimitrov,0.8043478260869565,0.5,47.0,0.4351851851851852,43.51851851851852,80.43478260869566
285,2023-0425,Barcelona,Clay,64,A,20230417,300,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.9,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,6-3 6-4,3,F,78.0,3.0,1.0,48.0,37.0,30.0,8.0,10.0,1.0,2.0,1.0,1.0,53.0,30.0,21.0,11.0,9.0,3.0,6.0,2.0,6770.0,5.0,4950.0,1,Carlos Alcaraz,0.8108108108108109,0.5,21.0,0.39622641509433965,39.62264150943396,81.08108108108108
286,2023-0425,Barcelona,Clay,64,A,20230417,299,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.9,105554,12.0,0,Daniel Evans,R,175.0,GBR,32.9,6-2 6-2,3,SF,80.0,4.0,0.0,51.0,33.0,23.0,10.0,8.0,3.0,4.0,0.0,4.0,49.0,28.0,13.0,8.0,8.0,2.0,7.0,2.0,6770.0,26.0,1390.0,1,Carlos Alcaraz,0.696969696969697,0.75,28.0,0.5714285714285714,57.14285714285714,69.6969696969697
287,2023-0425,Barcelona,Clay,64,A,20230417,298,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,207518,9.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,6-4 5-7 6-3,3,SF,148.0,5.0,4.0,92.0,62.0,42.0,14.0,16.0,5.0,10.0,0.0,3.0,95.0,71.0,41.0,9.0,15.0,5.0,11.0,5.0,4950.0,20.0,1930.0,1,Stefanos Tsitsipas,0.6774193548387096,0.5,45.0,0.47368421052631576,47.368421052631575,67.74193548387096
288,2023-0425,Barcelona,Clay,64,A,20230417,297,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.9,200221,10.0,0,Alejandro Davidovich Fokina,R,183.0,ESP,23.8,7-6(5) 6-4,3,QF,130.0,1.0,3.0,88.0,49.0,33.0,18.0,11.0,8.0,11.0,1.0,2.0,78.0,52.0,34.0,10.0,11.0,7.0,11.0,2.0,6770.0,38.0,1025.0,1,Carlos Alcaraz,0.673469387755102,0.7272727272727273,34.0,0.4358974358974359,43.58974358974359,67.3469387755102
289,2023-0425,Barcelona,Clay,64,A,20230417,295,207518,9.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,206173,4.0,0,Jannik Sinner,R,191.0,ITA,21.6,W/O,3,QF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1930.0,8.0,3525.0,1,Lorenzo Musetti,0.0,0.0,0.0,,,0.0
290,2023-0425,Barcelona,Clay,64,A,20230417,294,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,200282,8.0,0,Alex De Minaur,R,183.0,AUS,24.1,6-4 6-2,3,QF,81.0,1.0,0.0,51.0,29.0,21.0,16.0,9.0,1.0,1.0,0.0,5.0,57.0,27.0,20.0,14.0,9.0,6.0,9.0,5.0,4950.0,19.0,2050.0,1,Stefanos Tsitsipas,0.7241379310344828,1.0,23.0,0.40350877192982454,40.35087719298245,72.41379310344827
291,2023-0425,Barcelona,Clay,64,A,20230417,293,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.9,105138,13.0,0,Roberto Bautista Agut,R,183.0,ESP,35.0,6-3 7-5,3,R16,113.0,3.0,3.0,75.0,42.0,26.0,18.0,11.0,4.0,7.0,1.0,2.0,69.0,42.0,19.0,15.0,10.0,5.0,10.0,2.0,6770.0,25.0,1440.0,1,Carlos Alcaraz,0.6190476190476191,0.5714285714285714,35.0,0.5072463768115942,50.72463768115942,61.904761904761905
292,2023-0425,Barcelona,Clay,64,A,20230417,289,207518,9.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,111815,7.0,0,Cameron Norrie,L,188.0,GBR,27.6,3-6 6-4 6-1,3,R16,124.0,1.0,1.0,91.0,64.0,40.0,15.0,13.0,6.0,8.0,2.0,1.0,70.0,50.0,31.0,10.0,13.0,2.0,6.0,20.0,1930.0,13.0,2735.0,1,Lorenzo Musetti,0.625,0.75,29.0,0.4142857142857143,41.42857142857143,62.5
293,2023-0425,Barcelona,Clay,64,A,20230417,288,206173,4.0,0,Jannik Sinner,R,191.0,ITA,21.6,106415,16.0,0,Yoshihito Nishioka,L,170.0,JPN,27.5,6-1 4-6 6-3,3,R16,128.0,4.0,2.0,73.0,32.0,24.0,19.0,13.0,4.0,9.0,0.0,1.0,93.0,54.0,27.0,16.0,13.0,8.0,16.0,8.0,3525.0,35.0,1093.0,1,Jannik Sinner,0.75,0.4444444444444444,50.0,0.5376344086021505,53.76344086021505,75.0
294,2023-0425,Barcelona,Clay,64,A,20230417,287,200282,8.0,0,Alex De Minaur,R,183.0,AUS,24.1,105777,11.0,0,Grigor Dimitrov,R,191.0,BUL,31.9,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2050.0,31.0,1170.0,1,Alex De Minaur,0.0,0.0,0.0,,,0.0
295,2023-0425,Barcelona,Clay,64,A,20230417,286,126774,2.0,0,Stefanos Tsitsipas,R,193.0,GRE,24.6,133430,14.0,0,Denis Shapovalov,L,185.0,CAN,24.0,6-3 6-2,3,R16,77.0,1.0,3.0,56.0,37.0,27.0,12.0,8.0,2.0,2.0,5.0,12.0,63.0,29.0,21.0,12.0,9.0,5.0,9.0,5.0,4950.0,28.0,1380.0,1,Stefanos Tsitsipas,0.7297297297297297,1.0,30.0,0.47619047619047616,47.61904761904761,72.97297297297297
296,2023-0425,Barcelona,Clay,64,A,20230417,285,207989,1.0,0,Carlos Alcaraz,R,183.0,ESP,19.9,132686,0.0,0,Nuno Borges,R,185.0,POR,26.1,6-3 6-1,3,R32,63.0,0.0,2.0,43.0,21.0,16.0,15.0,8.0,1.0,2.0,0.0,1.0,47.0,25.0,17.0,5.0,8.0,2.0,7.0,2.0,6770.0,79.0,711.0,1,Carlos Alcaraz,0.7619047619047619,0.5,25.0,0.5319148936170213,53.191489361702125,76.19047619047619
297,2023-0425,Barcelona,Clay,64,A,20230417,281,134770,3.0,0,Casper Ruud,R,183.0,NOR,24.3,210097,0.0,0,Ben Shelton,L,193.0,USA,20.5,6-2 7-6(1),3,R32,99.0,0.0,2.0,69.0,51.0,39.0,8.0,10.0,4.0,5.0,3.0,1.0,69.0,41.0,26.0,13.0,10.0,5.0,8.0,3.0,5255.0,37.0,1029.0,1,Casper Ruud,0.7647058823529411,0.8,30.0,0.43478260869565216,43.47826086956522,76.47058823529412
298,2023-0425,Barcelona,Clay,64,A,20230417,276,207518,9.0,0,Lorenzo Musetti,R,185.0,ITA,21.1,106186,0.0,0,Jason Kubler,R,178.0,AUS,29.9,6-3 6-1,3,R32,73.0,2.0,0.0,47.0,30.0,21.0,10.0,8.0,1.0,2.0,1.0,2.0,47.0,27.0,11.0,9.0,8.0,4.0,9.0,20.0,1930.0,66.0,769.0,1,Lorenzo Musetti,0.7,0.5,27.0,0.574468085106383,57.446808510638306,70.0
299,2023-0425,Barcelona,Clay,64,A,20230417,274,206173,4.0,0,Jannik Sinner,R,191.0,ITA,21.6,106043,0.0,0,Diego Schwartzman,R,170.0,ARG,30.6,6-2 6-4,3,R32,100.0,1.0,2.0,60.0,36.0,20.0,16.0,9.0,5.0,8.0,1.0,3.0,60.0,34.0,16.0,10.0,9.0,3.0,9.0,8.0,3525.0,48.0,890.0,1,Jannik Sinner,0.5555555555555556,0.625,34.0,0.5666666666666667,56.666666666666664,55.55555555555556
300,2023-0425,Barcelona,Clay,64,A,20230417,273,200282,8.0,0,Alex De Minaur,R,183.0,AUS,24.1,207686,0.0,0,Alexander Shevchenko,R,185.0,KAZ,22.3,6-0 6-1,3,R32,62.0,0.0,1.0,40.0,18.0,16.0,12.0,6.0,3.0,3.0,0.0,3.0,50.0,21.0,9.0,10.0,7.0,3.0,9.0,19.0,2050.0,98.0,610.0,1,Alex De Minaur,0.8888888888888888,1.0,31.0,0.62,62.0,88.88888888888889
301,2023-0425,Barcelona,Clay,64,A,20230417,272,105777,11.0,0,Grigor Dimitrov,R,191.0,BUL,31.9,105877,0.0,0,Emilio Gomez,R,185.0,ECU,31.3,6-3 6-1,3,R32,63.0,6.0,2.0,42.0,27.0,25.0,6.0,8.0,0.0,1.0,1.0,3.0,47.0,23.0,13.0,7.0,8.0,1.0,6.0,31.0,1170.0,120.0,497.0,1,Grigor Dimitrov,0.9259259259259259,0.0,27.0,0.574468085106383,57.446808510638306,92.5925925925926
